iter	Logloss
478	0.5523113713
479	0.552311048
480	0.552310734
481	0.5522934067
482	0.5522931108
483	0.5522928233
484	0.5522925441
485	0.5522922728
486	0.5522920092
487	0.5522917532
488	0.5522915045
489	0.5522912628
490	0.5522910281
491	0.5522908
492	0.5522740498
493	0.5522706808
494	0.552270472
495	0.5522702692
496	0.5522701151
497	0.5522699285
498	0.552269747
499	0.5522695649
500	0.5522694099
501	0.5522092466
502	0.5522091113
503	0.552208969
504	0.5521713422
505	0.5521711885
506	0.552171088
507	0.5499707406
508	0.5499704778
509	0.5499702225
510	0.5498193776
511	0.5497339885
512	0.5497324686
513	0.5497322347
514	0.5497317778
515	0.5496503673
516	0.5496212652
517	0.5496210454
518	0.5494079379
519	0.5494077399
520	0.5494075413
521	0.5494073483
522	0.5472738818
523	0.5472713219
524	0.547140236
525	0.5471399281
526	0.5470429807
527	0.5470426902
528	0.5470424081
529	0.5470278527
530	0.5470263642
531	0.5470261055
532	0.5470258541
533	0.5468903067
534	0.5468900685
535	0.5468898372
536	0.5466831321
537	0.5466694339
538	0.5466692165
539	0.5466690054
540	0.5453065318
541	0.5453063068
542	0.5453060883
543	0.5418321619
544	0.5418315225
545	0.5418240848
546	0.541738347
547	0.5417377653
548	0.5417372001
549	0.5417300341
550	0.5417295008
551	0.541634584
552	0.5416340787
553	0.5416335878
554	0.5416331109
555	0.5416326476
556	0.5416321975
557	0.541591422
558	0.5415909975
559	0.541590585
560	0.5415068641
561	0.5414861771
562	0.5414857962
563	0.5414854263
564	0.5414846805
565	0.5414588759
566	0.5414585369
567	0.5414572821
568	0.5414117307
569	0.54141142
570	0.5414111182
571	0.5414108249
572	0.54128385
573	0.5412835756
574	0.541202554
575	0.5411907185
576	0.5411904648
577	0.5410810966
578	0.5409406764
579	0.5409292325
580	0.5409290008
581	0.5409287758
582	0.5409285572
583	0.5409283448
584	0.5409281384
585	0.5390682295
586	0.5390679101
587	0.5390675998
588	0.5389258618
589	0.5387853767
590	0.5387850784
591	0.5387847885
592	0.5387845069
593	0.5387842334
594	0.5387839676
595	0.5387837095
596	0.5387834587
597	0.5387829357
598	0.538683543
599	0.5384351214
600	0.5384329937
601	0.5384327796
602	0.5383237619
603	0.5383235549
604	0.5383233538
605	0.5365312689
606	0.5365309594
607	0.5365306587
608	0.5365303665
609	0.5364986581
610	0.5364983446
611	0.5364980767
612	0.5364832404
613	0.5364829866
614	0.5364575257
615	0.5364567977
616	0.5364565661
617	0.5364563412
618	0.5364561227
619	0.5364559104
620	0.5364545083
621	0.536454308
622	0.5364541133
623	0.5364539243
624	0.5364537406
625	0.5364535621
626	0.5364533888
627	0.5364532204
628	0.5364530568
629	0.5364425427
630	0.5364423885
631	0.5364321822
632	0.5364283013
633	0.5364282592
634	0.5364281193
635	0.5363807376
636	0.5363806247
637	0.5363805087
638	0.5363799687
639	0.5363798871
640	0.5363732559
641	0.5363731972
642	0.5363730941
643	0.5345180952
644	0.5343201124
645	0.5343200892
646	0.5343101582
647	0.5326501162
648	0.5326498269
649	0.5326495459
650	0.5325645638
651	0.5325642986
652	0.5325640411
653	0.5325637909
654	0.5325635478
655	0.5325633116
656	0.5316386308
657	0.5316384169
658	0.5316382091
659	0.5316380072
660	0.5316378111
661	0.5316376206
662	0.5316368321
663	0.5316366523
664	0.5297420976
665	0.5297417861
666	0.5297093298
667	0.5297086753
668	0.5296183549
669	0.5296180767
670	0.5296178063
671	0.5296175437
672	0.5296172886
673	0.5296170407
674	0.5296113872
675	0.5285439964
676	0.528540778
677	0.5285405364
678	0.5285403017
679	0.5285400736
680	0.5285396514
681	0.5284787466
682	0.5284785372
683	0.5284779779
684	0.5275332358
685	0.5275330336
686	0.5267825099
687	0.5267785281
688	0.5267783488
689	0.5267694649
690	0.5267692957
691	0.5267691313
692	0.5266797423
693	0.5266612573
694	0.5266500911
695	0.5266444538
696	0.5266441871
697	0.5266440492
698	0.5266439527
699	0.5266438337
700	0.5265904854
701	0.5265859307
702	0.5265858092
